"result_date","affil_category","test_type","test_result","test_count","test_source"
2022-01-28,Off-Campus Student,Antigen,Positive,21,Test All Test Smart
2022-01-28,Off-Campus Student,PCR,Negative,374,Test All Test Smart
2022-01-28,Off-Campus Student,PCR,Positive,32,Test All Test Smart
2022-01-28,On-Campus Student,Antigen,Negative,1,Campus Health
2022-01-28,On-Campus Student,Antigen,Positive,0,Campus Health
2022-01-28,On-Campus Student,Antigen,Negative,214,Test All Test Smart
2022-01-28,On-Campus Student,Antigen,Positive,9,Test All Test Smart
2022-01-28,On-Campus Student,PCR,Negative,132,Test All Test Smart
2022-01-28,On-Campus Student,PCR,Positive,11,Test All Test Smart
2022-01-30,Employee,Antigen,Negative,2,Test All Test Smart
2022-01-30,Employee,Antigen,Positive,0,Test All Test Smart
2022-01-30,On-Campus Student,Antigen,Negative,4,Test All Test Smart
2022-01-30,On-Campus Student,Antigen,Positive,3,Test All Test Smart
2022-01-31,Employee,Antigen,Negative,2,Campus Health
2022-01-31,Employee,Antigen,Positive,0,Campus Health
2022-01-31,Employee,PCR,Negative,1,Campus Health
2022-01-31,Employee,PCR,Positive,0,Campus Health
2022-01-31,Employee,Antigen,Negative,166,Test All Test Smart
2022-01-31,Employee,Antigen,Positive,5,Test All Test Smart
2022-01-31,Employee,PCR,Negative,310,Test All Test Smart
2022-01-31,Employee,PCR,Positive,14,Test All Test Smart
2022-01-31,Off-Campus Student,Antigen,Negative,10,Campus Health
2022-01-31,Off-Campus Student,Antigen,Positive,1,Campus Health
2022-01-31,Off-Campus Student,PCR,Negative,3,Campus Health
2022-01-31,Off-Campus Student,PCR,Positive,0,Campus Health
2022-01-31,Off-Campus Student,Antigen,Negative,297,Test All Test Smart
2022-01-31,Off-Campus Student,Antigen,Positive,32,Test All Test Smart
2022-01-31,Off-Campus Student,PCR,Negative,300,Test All Test Smart
2022-01-31,Off-Campus Student,PCR,Positive,18,Test All Test Smart
2022-01-31,On-Campus Student,Antigen,Negative,1,Campus Health
2022-01-31,On-Campus Student,Antigen,Positive,0,Campus Health
2022-01-31,On-Campus Student,Antigen,Negative,220,Test All Test Smart
2022-01-31,On-Campus Student,Antigen,Positive,14,Test All Test Smart
2022-01-31,On-Campus Student,PCR,Negative,181,Test All Test Smart
2022-01-31,On-Campus Student,PCR,Positive,6,Test All Test Smart
2022-02-01,Employee,Antigen,Negative,1,Campus Health
2022-02-01,Employee,Antigen,Positive,1,Campus Health
2022-02-01,Employee,Antigen,Negative,103,Test All Test Smart
2022-02-01,Employee,Antigen,Positive,7,Test All Test Smart
2022-02-01,Employee,PCR,Negative,479,Test All Test Smart
2022-02-01,Employee,PCR,Positive,17,Test All Test Smart
2022-02-01,Off-Campus Student,Antigen,Negative,2,Campus Health
2022-02-01,Off-Campus Student,Antigen,Positive,1,Campus Health
2022-02-01,Off-Campus Student,PCR,Negative,3,Campus Health
2022-02-01,Off-Campus Student,PCR,Positive,1,Campus Health
2022-02-01,Off-Campus Student,Antigen,Negative,213,Test All Test Smart
2022-02-01,Off-Campus Student,Antigen,Positive,15,Test All Test Smart
2022-02-01,Off-Campus Student,PCR,Negative,369,Test All Test Smart
2022-02-01,Off-Campus Student,PCR,Positive,22,Test All Test Smart
2022-02-01,On-Campus Student,Antigen,Negative,1,Campus Health
2022-02-01,On-Campus Student,Antigen,Positive,0,Campus Health
2022-02-01,On-Campus Student,Antigen,Negative,157,Test All Test Smart
2022-02-01,On-Campus Student,Antigen,Positive,4,Test All Test Smart
2022-02-01,On-Campus Student,PCR,Negative,137,Test All Test Smart
2022-02-01,On-Campus Student,PCR,Positive,11,Test All Test Smart
2022-02-02,Employee,Antigen,Negative,1,Campus Health
2022-02-02,Employee,Antigen,Positive,0,Campus Health
2022-02-02,Employee,Antigen,Negative,120,Test All Test Smart
2022-02-02,Employee,Antigen,Positive,3,Test All Test Smart
2022-02-02,Employee,PCR,Negative,296,Test All Test Smart
2022-02-02,Employee,PCR,Positive,13,Test All Test Smart
2022-02-02,Off-Campus Student,Antigen,Negative,6,Campus Health
2022-02-02,Off-Campus Student,Antigen,Positive,0,Campus Health
2022-02-02,Off-Campus Student,PCR,Negative,2,Campus Health
2022-02-02,Off-Campus Student,PCR,Positive,0,Campus Health
2022-02-02,Off-Campus Student,Antigen,Negative,205,Test All Test Smart
2022-02-02,Off-Campus Student,Antigen,Positive,12,Test All Test Smart
2022-02-02,Off-Campus Student,PCR,Negative,321,Test All Test Smart
2022-02-02,Off-Campus Student,PCR,Positive,27,Test All Test Smart
2022-02-02,On-Campus Student,Antigen,Negative,1,Campus Health
2022-02-02,On-Campus Student,Antigen,Positive,0,Campus Health
2022-02-02,On-Campus Student,PCR,Negative,0,Campus Health
2022-02-02,On-Campus Student,PCR,Positive,1,Campus Health
2022-02-02,On-Campus Student,Antigen,Negative,156,Test All Test Smart
2022-02-02,On-Campus Student,Antigen,Positive,11,Test All Test Smart
2022-02-02,On-Campus Student,PCR,Negative,121,Test All Test Smart
2022-02-02,On-Campus Student,PCR,Positive,4,Test All Test Smart
2022-02-03,Employee,Antigen,Negative,3,Campus Health
2022-02-03,Employee,Antigen,Positive,0,Campus Health
2022-02-03,Employee,PCR,Negative,1,Campus Health
2022-02-03,Employee,PCR,Positive,0,Campus Health
2022-02-03,Employee,Antigen,Negative,106,Test All Test Smart
2022-02-03,Employee,Antigen,Positive,4,Test All Test Smart
2022-02-03,Employee,PCR,Negative,347,Test All Test Smart
2022-02-03,Employee,PCR,Positive,16,Test All Test Smart
2022-02-03,Off-Campus Student,Antigen,Negative,2,Campus Health
2022-02-03,Off-Campus Student,Antigen,Positive,0,Campus Health
2022-02-03,Off-Campus Student,PCR,Negative,6,Campus Health
2022-02-03,Off-Campus Student,PCR,Positive,0,Campus Health
2022-02-03,Off-Campus Student,Antigen,Negative,194,Test All Test Smart
2022-02-03,Off-Campus Student,Antigen,Positive,17,Test All Test Smart
2022-02-03,Off-Campus Student,PCR,Negative,307,Test All Test Smart
2022-02-03,Off-Campus Student,PCR,Positive,15,Test All Test Smart
2022-02-03,On-Campus Student,Antigen,Negative,3,Campus Health
2022-02-03,On-Campus Student,Antigen,Positive,2,Campus Health
2022-02-03,On-Campus Student,PCR,Negative,2,Campus Health
2022-02-03,On-Campus Student,PCR,Positive,0,Campus Health
2022-02-03,On-Campus Student,Antigen,Negative,111,Test All Test Smart
2022-02-03,On-Campus Student,Antigen,Positive,9,Test All Test Smart
2022-02-03,On-Campus Student,PCR,Negative,104,Test All Test Smart
2022-02-03,On-Campus Student,PCR,Positive,3,Test All Test Smart
2022-02-04,Employee,Antigen,Negative,2,Campus Health
2022-02-04,Employee,Antigen,Positive,1,Campus Health
2022-02-04,Employee,PCR,Negative,2,Campus Health
2022-02-04,Employee,PCR,Positive,0,Campus Health
2022-02-04,Employee,Antigen,Negative,121,Test All Test Smart
2022-02-04,Employee,Antigen,Positive,2,Test All Test Smart
2022-02-04,Employee,PCR,Negative,422,Test All Test Smart
2022-02-04,Employee,PCR,Positive,7,Test All Test Smart
2022-02-04,Off-Campus Student,Antigen,Negative,5,Campus Health
2022-02-04,Off-Campus Student,Antigen,Positive,0,Campus Health
2022-02-04,Off-Campus Student,PCR,Negative,1,Campus Health
2022-02-04,Off-Campus Student,PCR,Positive,0,Campus Health
2022-02-04,Off-Campus Student,Antigen,Negative,228,Test All Test Smart
2022-02-04,Off-Campus Student,Antigen,Positive,10,Test All Test Smart
2022-02-04,Off-Campus Student,PCR,Negative,295,Test All Test Smart
2022-02-04,Off-Campus Student,PCR,Positive,15,Test All Test Smart
2022-02-04,On-Campus Student,Antigen,Negative,3,Campus Health
2022-02-04,On-Campus Student,Antigen,Positive,0,Campus Health
2022-02-04,On-Campus Student,PCR,Negative,2,Campus Health
2022-02-04,On-Campus Student,PCR,Positive,2,Campus Health
2022-02-04,On-Campus Student,Antigen,Negative,139,Test All Test Smart
2022-02-04,On-Campus Student,Antigen,Positive,6,Test All Test Smart
2022-02-04,On-Campus Student,PCR,Negative,79,Test All Test Smart
2022-02-04,On-Campus Student,PCR,Positive,4,Test All Test Smart
2022-02-07,Employee,PCR,Negative,1,Campus Health
2022-02-07,Employee,PCR,Positive,0,Campus Health
2022-02-07,Employee,Antigen,Negative,113,Test All Test Smart
2022-02-07,Employee,Antigen,Positive,9,Test All Test Smart
2022-02-07,Employee,PCR,Negative,261,Test All Test Smart
2022-02-07,Employee,PCR,Positive,7,Test All Test Smart
2022-02-07,Off-Campus Student,Antigen,Negative,5,Campus Health
2022-02-07,Off-Campus Student,Antigen,Positive,0,Campus Health
2022-02-07,Off-Campus Student,PCR,Negative,3,Campus Health
2022-02-07,Off-Campus Student,PCR,Positive,0,Campus Health
2022-02-07,Off-Campus Student,Antigen,Negative,189,Test All Test Smart
2022-02-07,Off-Campus Student,Antigen,Positive,10,Test All Test Smart
2022-02-07,Off-Campus Student,PCR,Negative,183,Test All Test Smart
2022-02-07,Off-Campus Student,PCR,Positive,5,Test All Test Smart
2022-02-07,On-Campus Student,Antigen,Negative,7,Campus Health
2022-02-07,On-Campus Student,Antigen,Positive,1,Campus Health
2022-02-07,On-Campus Student,PCR,Negative,1,Campus Health
2022-02-07,On-Campus Student,PCR,Positive,0,Campus Health
2022-02-07,On-Campus Student,Antigen,Negative,129,Test All Test Smart
2022-02-07,On-Campus Student,Antigen,Positive,10,Test All Test Smart
2022-02-07,On-Campus Student,PCR,Negative,102,Test All Test Smart
2022-02-07,On-Campus Student,PCR,Positive,5,Test All Test Smart
2022-02-08,Employee,Antigen,Negative,78,Test All Test Smart
2022-02-08,Employee,Antigen,Positive,3,Test All Test Smart
2022-02-08,Employee,PCR,Negative,400,Test All Test Smart
2022-02-08,Employee,PCR,Positive,11,Test All Test Smart
2022-02-08,Off-Campus Student,Antigen,Negative,3,Campus Health
2022-02-08,Off-Campus Student,Antigen,Positive,1,Campus Health
2022-02-08,Off-Campus Student,PCR,Negative,2,Campus Health
2022-02-08,Off-Campus Student,PCR,Positive,0,Campus Health
2022-02-08,Off-Campus Student,Antigen,Negative,146,Test All Test Smart
2022-02-08,Off-Campus Student,Antigen,Positive,9,Test All Test Smart
2022-02-08,Off-Campus Student,PCR,Negative,281,Test All Test Smart
2022-02-08,Off-Campus Student,PCR,Positive,13,Test All Test Smart
2022-02-08,On-Campus Student,Antigen,Negative,1,Campus Health
2022-02-08,On-Campus Student,Antigen,Positive,0,Campus Health
2022-02-08,On-Campus Student,PCR,Negative,2,Campus Health
2022-02-08,On-Campus Student,PCR,Positive,1,Campus Health
2022-02-08,On-Campus Student,Antigen,Negative,113,Test All Test Smart
2022-02-08,On-Campus Student,Antigen,Positive,3,Test All Test Smart
2022-02-08,On-Campus Student,PCR,Negative,109,Test All Test Smart
2022-02-08,On-Campus Student,PCR,Positive,4,Test All Test Smart
2022-02-09,Employee,Antigen,Negative,2,Campus Health
2022-02-09,Employee,Antigen,Positive,0,Campus Health
2022-02-09,Employee,Antigen,Negative,82,Test All Test Smart
2022-02-09,Employee,Antigen,Positive,2,Test All Test Smart
2022-02-09,Employee,PCR,Negative,267,Test All Test Smart
2022-02-09,Employee,PCR,Positive,7,Test All Test Smart
2022-02-09,Off-Campus Student,Antigen,Negative,8,Campus Health
2022-02-09,Off-Campus Student,Antigen,Positive,0,Campus Health
2022-02-09,Off-Campus Student,PCR,Negative,0,Campus Health
2022-02-09,Off-Campus Student,PCR,Positive,1,Campus Health
2022-02-09,Off-Campus Student,Antigen,Negative,178,Test All Test Smart
2022-02-09,Off-Campus Student,Antigen,Positive,8,Test All Test Smart
2022-02-09,Off-Campus Student,PCR,Negative,233,Test All Test Smart
2022-02-09,Off-Campus Student,PCR,Positive,9,Test All Test Smart
2022-02-09,On-Campus Student,Antigen,Negative,6,Campus Health
2022-02-09,On-Campus Student,Antigen,Positive,2,Campus Health
2022-02-09,On-Campus Student,PCR,Negative,1,Campus Health
2022-02-09,On-Campus Student,PCR,Positive,1,Campus Health
2022-02-09,On-Campus Student,Antigen,Negative,142,Test All Test Smart
2022-02-09,On-Campus Student,Antigen,Positive,3,Test All Test Smart
2022-02-09,On-Campus Student,PCR,Negative,86,Test All Test Smart
2022-02-09,On-Campus Student,PCR,Positive,4,Test All Test Smart
2022-02-10,Employee,PCR,Negative,1,Campus Health
2022-02-10,Employee,PCR,Positive,0,Campus Health
2022-02-10,Employee,Antigen,Negative,70,Test All Test Smart
2022-02-10,Employee,Antigen,Positive,1,Test All Test Smart
2022-02-10,Employee,PCR,Negative,314,Test All Test Smart
2022-02-10,Employee,PCR,Positive,7,Test All Test Smart
2022-02-10,Off-Campus Student,Antigen,Negative,6,Campus Health
2022-02-10,Off-Campus Student,Antigen,Positive,0,Campus Health
2022-02-10,Off-Campus Student,PCR,Negative,3,Campus Health
2022-02-10,Off-Campus Student,PCR,Positive,0,Campus Health
2022-02-10,Off-Campus Student,Antigen,Negative,162,Test All Test Smart
2022-02-10,Off-Campus Student,Antigen,Positive,5,Test All Test Smart
2022-02-10,Off-Campus Student,PCR,Negative,268,Test All Test Smart
2022-02-10,Off-Campus Student,PCR,Positive,12,Test All Test Smart
2022-02-10,On-Campus Student,Antigen,Negative,3,Campus Health
2022-02-10,On-Campus Student,Antigen,Positive,0,Campus Health
2022-02-10,On-Campus Student,PCR,Negative,1,Campus Health
2022-02-10,On-Campus Student,PCR,Positive,0,Campus Health
2022-02-10,On-Campus Student,Antigen,Negative,120,Test All Test Smart
2022-02-10,On-Campus Student,Antigen,Positive,3,Test All Test Smart
2022-02-10,On-Campus Student,PCR,Negative,94,Test All Test Smart
2022-02-10,On-Campus Student,PCR,Positive,3,Test All Test Smart
2022-02-11,Employee,Antigen,Negative,1,Campus Health
2022-02-11,Employee,Antigen,Positive,0,Campus Health
2022-02-11,Employee,Antigen,Negative,98,Test All Test Smart
2022-02-11,Employee,Antigen,Positive,0,Test All Test Smart
2022-02-11,Employee,PCR,Negative,315,Test All Test Smart
2022-02-11,Employee,PCR,Positive,4,Test All Test Smart
2022-02-11,Off-Campus Student,Antigen,Negative,3,Campus Health
2022-02-11,Off-Campus Student,Antigen,Positive,0,Campus Health
2022-02-11,Off-Campus Student,PCR,Negative,3,Campus Health
2022-02-11,Off-Campus Student,PCR,Positive,0,Campus Health
2022-02-11,Off-Campus Student,Antigen,Negative,154,Test All Test Smart
2022-02-11,Off-Campus Student,Antigen,Positive,9,Test All Test Smart
2022-02-11,Off-Campus Student,PCR,Negative,281,Test All Test Smart
2022-02-11,Off-Campus Student,PCR,Positive,9,Test All Test Smart
2022-02-11,On-Campus Student,Antigen,Negative,4,Campus Health
2022-02-11,On-Campus Student,Antigen,Positive,0,Campus Health
2022-02-11,On-Campus Student,PCR,Negative,1,Campus Health
2022-02-11,On-Campus Student,PCR,Positive,0,Campus Health
2022-02-11,On-Campus Student,Antigen,Negative,150,Test All Test Smart
2022-02-11,On-Campus Student,Antigen,Positive,2,Test All Test Smart
2022-02-11,On-Campus Student,PCR,Negative,70,Test All Test Smart
2022-02-11,On-Campus Student,PCR,Positive,0,Test All Test Smart
2022-02-14,Employee,PCR,Negative,1,Campus Health
2022-02-14,Employee,PCR,Positive,0,Campus Health
2022-02-14,Employee,Antigen,Negative,80,Test All Test Smart
2022-02-14,Employee,Antigen,Positive,3,Test All Test Smart
2022-02-14,Employee,PCR,Negative,193,Test All Test Smart
2022-02-14,Employee,PCR,Positive,1,Test All Test Smart
2022-02-14,Off-Campus Student,Antigen,Negative,3,Campus Health
2022-02-14,Off-Campus Student,Antigen,Positive,0,Campus Health
2022-02-14,Off-Campus Student,PCR,Negative,1,Campus Health
2022-02-14,Off-Campus Student,PCR,Positive,0,Campus Health
2022-02-14,Off-Campus Student,Antigen,Negative,122,Test All Test Smart
2022-02-14,Off-Campus Student,Antigen,Positive,5,Test All Test Smart
2022-02-14,Off-Campus Student,PCR,Negative,132,Test All Test Smart
2022-02-14,Off-Campus Student,PCR,Positive,10,Test All Test Smart
2022-02-14,On-Campus Student,Antigen,Negative,3,Campus Health
2022-02-14,On-Campus Student,Antigen,Positive,0,Campus Health
2022-02-14,On-Campus Student,PCR,Negative,2,Campus Health
2022-02-14,On-Campus Student,PCR,Positive,0,Campus Health
2022-02-14,On-Campus Student,Antigen,Negative,95,Test All Test Smart
2022-02-14,On-Campus Student,Antigen,Positive,2,Test All Test Smart
2022-02-14,On-Campus Student,PCR,Negative,87,Test All Test Smart
2022-02-14,On-Campus Student,PCR,Positive,1,Test All Test Smart
2022-02-15,Employee,Antigen,Negative,65,Test All Test Smart
2022-02-15,Employee,Antigen,Positive,0,Test All Test Smart
2022-02-15,Employee,PCR,Negative,320,Test All Test Smart
2022-02-15,Employee,PCR,Positive,5,Test All Test Smart
2022-02-15,Off-Campus Student,Antigen,Negative,1,Campus Health
2022-02-15,Off-Campus Student,Antigen,Positive,0,Campus Health
2022-02-15,Off-Campus Student,PCR,Negative,1,Campus Health
2022-02-15,Off-Campus Student,PCR,Positive,0,Campus Health
2022-02-15,Off-Campus Student,Antigen,Negative,104,Test All Test Smart
2022-02-15,Off-Campus Student,Antigen,Positive,0,Test All Test Smart
2022-02-15,Off-Campus Student,PCR,Negative,191,Test All Test Smart
2022-02-15,Off-Campus Student,PCR,Positive,11,Test All Test Smart
2022-02-15,On-Campus Student,PCR,Negative,1,Campus Health
2022-02-15,On-Campus Student,PCR,Positive,0,Campus Health
2022-02-15,On-Campus Student,Antigen,Negative,300,Test All Test Smart
2022-02-15,On-Campus Student,Antigen,Positive,2,Test All Test Smart
2022-02-15,On-Campus Student,PCR,Negative,172,Test All Test Smart
2022-02-15,On-Campus Student,PCR,Positive,2,Test All Test Smart
2022-02-16,Employee,Antigen,Negative,1,Campus Health
2022-02-16,Employee,Antigen,Positive,1,Campus Health
2022-02-16,Employee,Antigen,Negative,70,Test All Test Smart
2022-02-16,Employee,Antigen,Positive,1,Test All Test Smart
2022-02-16,Employee,PCR,Negative,257,Test All Test Smart
2022-02-16,Employee,PCR,Positive,5,Test All Test Smart
2022-02-16,Off-Campus Student,Antigen,Negative,2,Campus Health
2022-02-16,Off-Campus Student,Antigen,Positive,0,Campus Health
2022-02-16,Off-Campus Student,PCR,Negative,1,Campus Health
2022-02-16,Off-Campus Student,PCR,Positive,0,Campus Health
2022-02-16,Off-Campus Student,Antigen,Negative,120,Test All Test Smart
2022-02-16,Off-Campus Student,Antigen,Positive,5,Test All Test Smart
2022-02-16,Off-Campus Student,PCR,Negative,182,Test All Test Smart
2022-02-16,Off-Campus Student,PCR,Positive,7,Test All Test Smart
2022-02-16,On-Campus Student,Antigen,Negative,2,Campus Health
2022-02-16,On-Campus Student,Antigen,Positive,0,Campus Health
2022-02-16,On-Campus Student,Antigen,Negative,195,Test All Test Smart
2022-02-16,On-Campus Student,Antigen,Positive,5,Test All Test Smart
2022-02-16,On-Campus Student,PCR,Negative,244,Test All Test Smart
2022-02-16,On-Campus Student,PCR,Positive,4,Test All Test Smart
2022-02-17,Employee,PCR,Negative,0,Campus Health
2022-02-17,Employee,PCR,Positive,1,Campus Health
2022-02-17,Employee,Antigen,Negative,67,Test All Test Smart
2022-02-17,Employee,Antigen,Positive,2,Test All Test Smart
2022-02-17,Employee,PCR,Negative,223,Test All Test Smart
2022-02-17,Employee,PCR,Positive,6,Test All Test Smart
2022-02-17,Off-Campus Student,Antigen,Negative,2,Campus Health
2022-02-17,Off-Campus Student,Antigen,Positive,0,Campus Health
2022-02-17,Off-Campus Student,Antigen,Negative,145,Test All Test Smart
2022-02-17,Off-Campus Student,Antigen,Positive,6,Test All Test Smart
2022-02-17,Off-Campus Student,PCR,Negative,199,Test All Test Smart
2022-02-17,Off-Campus Student,PCR,Positive,9,Test All Test Smart
2022-02-17,On-Campus Student,Antigen,Negative,1,Campus Health
2022-02-17,On-Campus Student,Antigen,Positive,0,Campus Health
2022-02-17,On-Campus Student,Antigen,Negative,114,Test All Test Smart
2022-02-17,On-Campus Student,Antigen,Positive,1,Test All Test Smart
2022-02-17,On-Campus Student,PCR,Negative,173,Test All Test Smart
2022-02-17,On-Campus Student,PCR,Positive,2,Test All Test Smart
2022-02-18,Employee,Antigen,Negative,1,Campus Health
2022-02-18,Employee,Antigen,Positive,0,Campus Health
2022-02-18,Employee,Antigen,Negative,78,Test All Test Smart
2022-02-18,Employee,Antigen,Positive,0,Test All Test Smart
2022-02-18,Employee,PCR,Negative,278,Test All Test Smart
2022-02-18,Employee,PCR,Positive,4,Test All Test Smart
2022-02-18,Off-Campus Student,Antigen,Negative,1,Campus Health
2022-02-18,Off-Campus Student,Antigen,Positive,0,Campus Health
2022-02-18,Off-Campus Student,Antigen,Negative,125,Test All Test Smart
2022-02-18,Off-Campus Student,Antigen,Positive,3,Test All Test Smart
2022-02-18,Off-Campus Student,PCR,Negative,197,Test All Test Smart
2022-02-18,Off-Campus Student,PCR,Positive,5,Test All Test Smart
2022-02-18,On-Campus Student,Antigen,Negative,147,Test All Test Smart
2022-02-18,On-Campus Student,Antigen,Positive,0,Test All Test Smart
2022-02-18,On-Campus Student,PCR,Negative,94,Test All Test Smart
2022-02-18,On-Campus Student,PCR,Positive,4,Test All Test Smart
2022-02-21,Employee,Antigen,Negative,0,Campus Health
2022-02-21,Employee,Antigen,Positive,1,Campus Health
2022-02-21,Employee,Antigen,Negative,72,Test All Test Smart
2022-02-21,Employee,Antigen,Positive,4,Test All Test Smart
2022-02-21,Employee,PCR,Negative,185,Test All Test Smart
2022-02-21,Employee,PCR,Positive,1,Test All Test Smart
2022-02-21,Off-Campus Student,Antigen,Negative,3,Campus Health
2022-02-21,Off-Campus Student,Antigen,Positive,1,Campus Health
2022-02-21,Off-Campus Student,Antigen,Negative,118,Test All Test Smart
2022-02-21,Off-Campus Student,Antigen,Positive,4,Test All Test Smart
2022-02-21,Off-Campus Student,PCR,Negative,117,Test All Test Smart
2022-02-21,Off-Campus Student,PCR,Positive,8,Test All Test Smart
2022-02-21,On-Campus Student,Antigen,Negative,2,Campus Health
2022-02-21,On-Campus Student,Antigen,Positive,0,Campus Health
2022-02-21,On-Campus Student,Antigen,Negative,117,Test All Test Smart
2022-02-21,On-Campus Student,Antigen,Positive,1,Test All Test Smart
2022-02-21,On-Campus Student,PCR,Negative,115,Test All Test Smart
2022-02-21,On-Campus Student,PCR,Positive,1,Test All Test Smart
2022-02-22,Employee,Antigen,Negative,53,Test All Test Smart
2022-02-22,Employee,Antigen,Positive,3,Test All Test Smart
2022-02-22,Employee,PCR,Negative,254,Test All Test Smart
2022-02-22,Employee,PCR,Positive,3,Test All Test Smart
2022-02-22,Off-Campus Student,Antigen,Negative,4,Campus Health
2022-02-22,Off-Campus Student,Antigen,Positive,0,Campus Health
2022-02-22,Off-Campus Student,PCR,Negative,3,Campus Health
2022-02-22,Off-Campus Student,PCR,Positive,1,Campus Health
2022-02-22,Off-Campus Student,Antigen,Negative,85,Test All Test Smart
2022-02-22,Off-Campus Student,Antigen,Positive,4,Test All Test Smart
2022-02-22,Off-Campus Student,PCR,Negative,224,Test All Test Smart
2022-02-22,Off-Campus Student,PCR,Positive,7,Test All Test Smart
2022-02-22,On-Campus Student,Antigen,Negative,1,Campus Health
2022-02-22,On-Campus Student,Antigen,Positive,0,Campus Health
2022-02-22,On-Campus Student,Antigen,Negative,98,Test All Test Smart
2022-02-22,On-Campus Student,Antigen,Positive,1,Test All Test Smart
2022-02-22,On-Campus Student,PCR,Negative,121,Test All Test Smart
2022-02-22,On-Campus Student,PCR,Positive,1,Test All Test Smart
2022-02-23,Employee,Antigen,Negative,56,Test All Test Smart
2022-02-23,Employee,Antigen,Positive,0,Test All Test Smart
2022-02-23,Employee,PCR,Negative,250,Test All Test Smart
2022-02-23,Employee,PCR,Positive,1,Test All Test Smart
2022-02-23,Off-Campus Student,Antigen,Negative,1,Campus Health
2022-02-23,Off-Campus Student,Antigen,Positive,0,Campus Health
2022-02-23,Off-Campus Student,PCR,Negative,1,Campus Health
2022-02-23,Off-Campus Student,PCR,Positive,0,Campus Health
2022-02-23,Off-Campus Student,Antigen,Negative,102,Test All Test Smart
2022-02-23,Off-Campus Student,Antigen,Positive,3,Test All Test Smart
2022-02-23,Off-Campus Student,PCR,Negative,156,Test All Test Smart
2022-02-23,Off-Campus Student,PCR,Positive,4,Test All Test Smart
2022-02-23,On-Campus Student,Antigen,Negative,0,Campus Health
2022-02-23,On-Campus Student,Antigen,Positive,1,Campus Health
2022-02-23,On-Campus Student,Antigen,Negative,95,Test All Test Smart
2022-02-23,On-Campus Student,Antigen,Positive,2,Test All Test Smart
2022-02-23,On-Campus Student,PCR,Negative,87,Test All Test Smart
2022-02-23,On-Campus Student,PCR,Positive,1,Test All Test Smart
2022-02-24,Employee,Antigen,Negative,52,Test All Test Smart
2022-02-24,Employee,Antigen,Positive,0,Test All Test Smart
2022-02-24,Employee,PCR,Negative,212,Test All Test Smart
2022-02-24,Employee,PCR,Positive,3,Test All Test Smart
2022-02-24,Off-Campus Student,Antigen,Negative,3,Campus Health
2022-02-24,Off-Campus Student,Antigen,Positive,0,Campus Health
2022-02-24,Off-Campus Student,PCR,Negative,1,Campus Health
2022-02-24,Off-Campus Student,PCR,Positive,0,Campus Health
2022-02-24,Off-Campus Student,Antigen,Negative,96,Test All Test Smart
2022-02-24,Off-Campus Student,Antigen,Positive,1,Test All Test Smart
2022-02-24,Off-Campus Student,PCR,Negative,172,Test All Test Smart
2022-02-24,Off-Campus Student,PCR,Positive,5,Test All Test Smart
2022-02-24,On-Campus Student,Antigen,Negative,103,Test All Test Smart
2022-02-24,On-Campus Student,Antigen,Positive,0,Test All Test Smart
2022-02-24,On-Campus Student,PCR,Negative,74,Test All Test Smart
2022-02-24,On-Campus Student,PCR,Positive,1,Test All Test Smart
2022-02-25,Employee,Antigen,Negative,1,Campus Health
2022-02-25,Employee,Antigen,Positive,0,Campus Health
2022-02-25,Employee,Antigen,Negative,64,Test All Test Smart
2022-02-25,Employee,Antigen,Positive,0,Test All Test Smart
2022-02-25,Employee,PCR,Negative,212,Test All Test Smart
2022-02-25,Employee,PCR,Positive,1,Test All Test Smart
2022-02-25,Off-Campus Student,Antigen,Negative,1,Campus Health
2022-02-25,Off-Campus Student,Antigen,Positive,0,Campus Health
2022-02-25,Off-Campus Student,PCR,Negative,2,Campus Health
2022-02-25,Off-Campus Student,PCR,Positive,0,Campus Health
2022-02-25,Off-Campus Student,Antigen,Negative,120,Test All Test Smart
2022-02-25,Off-Campus Student,Antigen,Positive,3,Test All Test Smart
2022-02-25,Off-Campus Student,PCR,Negative,156,Test All Test Smart
2022-02-25,Off-Campus Student,PCR,Positive,3,Test All Test Smart
2022-02-25,On-Campus Student,Antigen,Negative,0,Campus Health
2022-02-25,On-Campus Student,Antigen,Positive,1,Campus Health
2022-02-25,On-Campus Student,Antigen,Negative,130,Test All Test Smart
2022-02-25,On-Campus Student,Antigen,Positive,0,Test All Test Smart
2022-02-25,On-Campus Student,PCR,Negative,65,Test All Test Smart
2022-02-25,On-Campus Student,PCR,Positive,1,Test All Test Smart
2022-02-28,Employee,Antigen,Negative,55,Test All Test Smart
2022-02-28,Employee,Antigen,Positive,0,Test All Test Smart
2022-02-28,Employee,PCR,Negative,159,Test All Test Smart
2022-02-28,Employee,PCR,Positive,1,Test All Test Smart
2022-02-28,Off-Campus Student,Antigen,Negative,7,Campus Health
2022-02-28,Off-Campus Student,Antigen,Positive,0,Campus Health
2022-02-28,Off-Campus Student,Antigen,Negative,90,Test All Test Smart
2022-02-28,Off-Campus Student,Antigen,Positive,1,Test All Test Smart
2022-02-28,Off-Campus Student,PCR,Negative,110,Test All Test Smart
2022-02-28,Off-Campus Student,PCR,Positive,3,Test All Test Smart
2022-02-28,On-Campus Student,Antigen,Negative,3,Campus Health
